node_group,operation,type_pair,feature_group,edge_count,loss_drop_mean,loss_drop_median,loss_drop_p10,loss_drop_p90
FN_below_threshold,OPEN,subject->subject,src_type,6,0.710753915,0.582104522,0.207131338,1.343025885
FN_below_threshold,OPEN,subject->subject,dst_embedding,6,0.944389247,0.902461625,0.269509242,1.661196875
FN_below_threshold,OPEN,subject->subject,dst_type,6,-2.230731602,-2.240857005,-3.208277017,-1.243060782
FN_below_threshold,TERMINATE,subject->subject,src_embedding,6,-14.142960047,-8.909191028,-25.347889840,-8.171799272
FN_below_threshold,TERMINATE,subject->subject,src_type,6,-1.902560249,-1.515750259,-2.798634946,-1.393295542
FN_below_threshold,TERMINATE,subject->subject,dst_embedding,6,-6.473398740,-4.221511498,-11.365885675,-3.832799048
FN_below_threshold,TERMINATE,subject->subject,dst_type,6,-1.871010696,-0.991517678,-3.695479095,-0.926035315
FN_below_threshold,RENAME,subject->file,src_embedding,5,-5.182685232,-5.118289948,-6.360309792,-4.054410076
FN_below_threshold,RENAME,subject->file,src_type,5,0.630248082,-0.279744625,-0.583954716,2.273304248
FN_below_threshold,RENAME,subject->file,dst_embedding,5,-0.598831797,-0.860952377,-1.079382753,0.119949961
FN_below_threshold,RENAME,subject->file,dst_type,5,0.369542599,0.274575710,-0.190727473,0.964949083
FN_below_threshold,MODIFY,subject->file,src_embedding,2,0.911878418,0.911878418,0.607294326,1.216462511
FN_below_threshold,MODIFY,subject->file,src_type,2,0.414105729,0.414105729,0.296992674,0.531218783
FN_below_threshold,MODIFY,subject->file,dst_embedding,2,-0.350349896,-0.350349896,-0.901001070,0.200301279
FN_below_threshold,MODIFY,subject->file,dst_type,2,-0.708677202,-0.708677202,-1.268029005,-0.149325400
FN_below_threshold,CREATE,subject->file,src_embedding,1,-1.188073397,-1.188073397,-1.188073397,-1.188073397
FN_below_threshold,CREATE,subject->file,src_type,1,-1.159858942,-1.159858942,-1.159858942,-1.159858942
FN_below_threshold,CREATE,subject->file,dst_embedding,1,-0.001167297,-0.001167297,-0.001167297,-0.001167297
FN_below_threshold,CREATE,subject->file,dst_type,1,1.321325392,1.321325392,1.321325392,1.321325392
FN_below_threshold,DELETE,subject->file,src_embedding,1,-3.331877708,-3.331877708,-3.331877708,-3.331877708
FN_below_threshold,DELETE,subject->file,src_type,1,-0.840060234,-0.840060234,-0.840060234,-0.840060234
FN_below_threshold,DELETE,subject->file,dst_embedding,1,0.324633718,0.324633718,0.324633718,0.324633718
FN_below_threshold,DELETE,subject->file,dst_type,1,-0.667317152,-0.667317152,-0.667317152,-0.667317152
FN_below_threshold,WRITE,subject->file,src_embedding,1,-3.598603487,-3.598603487,-3.598603487,-3.598603487
FN_below_threshold,WRITE,subject->file,src_type,1,1.761759281,1.761759281,1.761759281,1.761759281
FN_below_threshold,WRITE,subject->file,dst_embedding,1,-1.223884106,-1.223884106,-1.223884106,-1.223884106
FN_below_threshold,WRITE,subject->file,dst_type,1,-2.468633413,-2.468633413,-2.468633413,-2.468633413
TN_high_below_threshold,CREATE,subject->subject,src_embedding,294,1.694659799,1.229957819,0.362545443,4.058438182
TN_high_below_threshold,CREATE,subject->subject,src_type,294,-4.817739875,-5.463205815,-6.369219542,-2.425393820
TN_high_below_threshold,CREATE,subject->subject,dst_embedding,294,-1.133142151,-0.916171550,-2.744370461,-0.050637722
TN_high_below_threshold,CREATE,subject->subject,dst_type,294,3.567693349,3.704551905,2.640860677,4.495540611
TN_high_below_threshold,WRITE,subject->file,src_embedding,56,-3.424083855,-5.142509222,-6.324378967,2.453771294
TN_high_below_threshold,WRITE,subject->file,src_type,56,1.980671968,1.869086504,0.986624956,3.682031870
TN_high_below_threshold,WRITE,subject->file,dst_embedding,56,2.405183019,2.541058659,-0.723787189,5.401496053
TN_high_below_threshold,WRITE,subject->file,dst_type,56,-1.725796768,-1.808320045,-2.167373657,-0.715661645
TN_high_below_threshold,RENAME,subject->file,src_embedding,52,-5.338623024,-4.767272949,-8.685451984,-2.805827951
TN_high_below_threshold,RENAME,subject->file,src_type,52,0.743551566,0.077591896,0.077591896,2.434856915
TN_high_below_threshold,RENAME,subject->file,dst_embedding,52,0.038351118,-0.460038304,-1.255368710,1.971865654
TN_high_below_threshold,RENAME,subject->file,dst_type,52,-0.718458987,-0.950809240,-1.521943092,0.651203680
TN_high_below_threshold,CREATE,subject->file,src_embedding,37,1.917295047,3.612039566,-2.514630985,4.415731915
TN_high_below_threshold,CREATE,subject->file,src_type,37,0.362465478,-1.395675659,-1.570764542,4.013987637
TN_high_below_threshold,CREATE,subject->file,dst_embedding,37,1.756889099,1.370654583,-0.851426506,5.305833936
TN_high_below_threshold,CREATE,subject->file,dst_type,37,0.659221333,1.928895473,-2.198646545,2.841200590
TN_high_below_threshold,DELETE,subject->file,src_embedding,30,-0.852908961,0.259884834,-4.595342159,1.527272749
TN_high_below_threshold,DELETE,subject->file,src_type,30,-1.505862307,-2.204922676,-3.302470159,0.964085626
TN_high_below_threshold,DELETE,subject->file,dst_embedding,30,1.845766216,1.480728149,1.144403314,2.730086356
TN_high_below_threshold,DELETE,subject->file,dst_type,30,-0.563860257,-1.352813959,-2.426432514,1.318502903
TN_high_below_threshold,MODIFY,subject->file,src_embedding,16,-1.559175983,-4.808446765,-5.168729425,5.968570837
TN_high_below_threshold,MODIFY,subject->file,src_type,16,-0.379780710,0.120833397,-2.406502485,2.346985340
TN_high_below_threshold,MODIFY,subject->file,dst_embedding,16,1.663687617,1.963756800,-0.003626346,3.206644296
TN_high_below_threshold,MODIFY,subject->file,dst_type,16,-1.744875074,-2.136584282,-2.921005726,-0.523306727
TN_high_below_threshold,OPEN,subject->subject,src_embedding,10,-2.351852423,3.493461862,-14.663346052,3.664894005
TN_high_below_threshold,OPEN,subject->subject,src_type,10,-1.443664694,-0.996748447,-3.867612839,-0.395082283
TN_high_below_threshold,OPEN,subject->subject,dst_embedding,10,1.137757055,3.919356599,-4.982977915,4.216307685
TN_high_below_threshold,OPEN,subject->subject,dst_type,10,-3.606077242,-3.399488449,-4.305135393,-3.207390499
TN_high_below_threshold,START,netflow->subject,src_embedding,3,5.084546328,5.089117110,5.078147232,5.089117110
TN_high_below_threshold,START,netflow->subject,src_type,3,-5.799977461,-5.805969238,-5.805969238,-5.791588974
TN_high_below_threshold,START,netflow->subject,dst_embedding,3,4.393878619,4.402587414,4.381686306,4.402587414
TN_high_below_threshold,START,netflow->subject,dst_type,3,-0.310556094,-0.325773239,-0.325773239,-0.289252090
TN_high_below_threshold,START,subject->subject,src_embedding,1,2.234817028,2.234817028,2.234817028,2.234817028
TN_high_below_threshold,START,subject->subject,src_type,1,2.797327757,2.797327757,2.797327757,2.797327757
TN_high_below_threshold,START,subject->subject,dst_embedding,1,-4.439676285,-4.439676285,-4.439676285,-4.439676285
TN_high_below_threshold,START,subject->subject,dst_type,1,1.871612072,1.871612072,1.871612072,1.871612072
TN_high_below_threshold,TERMINATE,subject->subject,src_embedding,1,-14.704520702,-14.704520702,-14.704520702,-14.704520702
TN_high_below_threshold,TERMINATE,subject->subject,src_type,1,-0.193912029,-0.193912029,-0.193912029,-0.193912029
TN_high_below_threshold,TERMINATE,subject->subject,dst_embedding,1,-4.472831249,-4.472831249,-4.472831249,-4.472831249
TN_high_below_threshold,TERMINATE,subject->subject,dst_type,1,-4.052756786,-4.052756786,-4.052756786,-4.052756786
