node_group,dst_label,count,fraction
FP_above_threshold,node 228555,2,0.001848429
FP_above_threshold,node 228497,2,0.001848429
FP_above_threshold,node 228479,2,0.001848429
FP_above_threshold,node 228449,2,0.001848429
FP_above_threshold,node 228408,2,0.001848429
FP_above_threshold,node 228080,2,0.001848429
FP_above_threshold,node 228062,2,0.001848429
FP_above_threshold,node 228039,2,0.001848429
FP_above_threshold,node 227997,2,0.001848429
FP_above_threshold,node 227949,2,0.001848429
FP_above_threshold,node 227918,2,0.001848429
FP_above_threshold,node 227880,2,0.001848429
FP_above_threshold,node 227806,2,0.001848429
FP_above_threshold,node 227747,2,0.001848429
FP_above_threshold,node 227612,2,0.001848429
FP_above_threshold,node 227520,2,0.001848429
FP_above_threshold,node 227450,2,0.001848429
FP_above_threshold,node 227304,2,0.001848429
FP_above_threshold,node 227296,2,0.001848429
FP_above_threshold,node 227215,2,0.001848429
FP_above_threshold,node 227196,2,0.001848429
FP_above_threshold,node 227188,2,0.001848429
FP_above_threshold,node 227091,2,0.001848429
FP_above_threshold,node 227016,2,0.001848429
FP_above_threshold,node 226995,2,0.001848429
FP_above_threshold,node 226964,2,0.001848429
FP_above_threshold,node 226946,2,0.001848429
FP_above_threshold,node 226855,2,0.001848429
FP_above_threshold,node 226816,2,0.001848429
FP_above_threshold,node 226788,2,0.001848429
FP_above_threshold,node 226780,2,0.001848429
FP_above_threshold,node 226736,2,0.001848429
FP_above_threshold,node 226689,2,0.001848429
FP_above_threshold,node 226616,2,0.001848429
FP_above_threshold,node 226509,2,0.001848429
FP_above_threshold,node 226488,2,0.001848429
FP_above_threshold,node 226404,2,0.001848429
FP_above_threshold,node 226315,2,0.001848429
FP_above_threshold,node 226259,2,0.001848429
FP_above_threshold,node 226234,2,0.001848429
FP_above_threshold,node 226172,2,0.001848429
FP_above_threshold,node 225318,2,0.001848429
FP_above_threshold,node 225173,2,0.001848429
FP_above_threshold,node 224962,2,0.001848429
FP_above_threshold,node 224820,2,0.001848429
FP_above_threshold,node 224685,2,0.001848429
FP_above_threshold,node 224607,2,0.001848429
FP_above_threshold,node 224536,2,0.001848429
FP_above_threshold,node 336985,2,0.001848429
FP_above_threshold,node 336845,2,0.001848429
FP_above_threshold,node 233225,2,0.001848429
FP_above_threshold,node 233141,2,0.001848429
FP_above_threshold,node 232988,2,0.001848429
FP_above_threshold,node 379100,2,0.001848429
FP_above_threshold,node 379057,2,0.001848429
FP_above_threshold,node 379023,2,0.001848429
FP_above_threshold,node 378880,2,0.001848429
FP_above_threshold,node 378854,2,0.001848429
FP_above_threshold,node 378815,2,0.001848429
